"date","polling_firm","party","supp"
2024-04-10,"YouGov","Linke",4
2024-04-10,"YouGov","FW",1
2024-04-10,"YouGov","BSW",7
2024-04-08,"INSA","SPD",15
2024-04-08,"INSA","Union",30.5
2024-04-08,"INSA","Green",13
2024-04-08,"INSA","FDP",5
2024-04-08,"INSA","AfD",18.5
2024-04-08,"INSA","Linke",3.5
2024-04-08,"INSA","FW",2.5
2024-04-08,"INSA","BSW",6.5
2024-04-08,"Forsa","SPD",16
2024-04-08,"Forsa","Union",30
2024-04-08,"Forsa","Green",13
2024-04-08,"Forsa","FDP",5
2024-04-08,"Forsa","AfD",17
2024-04-08,"Forsa","Linke",NA
2024-04-08,"Forsa","FW",NA
2024-04-08,"Forsa","BSW",5
2024-04-07,"Ipsos","SPD",15
2024-04-07,"Ipsos","Union",29
2024-04-07,"Ipsos","Green",13
2024-04-07,"Ipsos","FDP",5
2024-04-07,"Ipsos","AfD",18
2024-04-07,"Ipsos","Linke",4
2024-04-07,"Ipsos","FW",3
2024-04-07,"Ipsos","BSW",7
2024-04-05,"INSA","SPD",15
2024-04-05,"INSA","Union",31
2024-04-05,"INSA","Green",13
2024-04-05,"INSA","FDP",5
2024-04-05,"INSA","AfD",19
2024-04-05,"INSA","Linke",3
2024-04-05,"INSA","FW",2
2024-04-05,"INSA","BSW",6
2024-04-03,"Infratest dimap","SPD",15
2024-04-03,"Infratest dimap","Union",30
2024-04-03,"Infratest dimap","Green",15
2024-04-03,"Infratest dimap","FDP",4
2024-04-03,"Infratest dimap","AfD",18
2024-04-03,"Infratest dimap","Linke",3
2024-04-03,"Infratest dimap","FW",3
2024-04-03,"Infratest dimap","BSW",5
2024-04-02,"INSA","SPD",15
2024-04-02,"INSA","Union",30
2024-04-02,"INSA","Green",12.5
2024-04-02,"INSA","FDP",5
2024-04-02,"INSA","AfD",19.5
2024-04-02,"INSA","Linke",3.5
2024-04-02,"INSA","FW",2.5
2024-04-02,"INSA","BSW",6.5
2024-03-28,"Forsa","SPD",16
2024-03-28,"Forsa","Union",31
2024-03-28,"Forsa","Green",13
2024-03-28,"Forsa","FDP",4
2024-03-28,"Forsa","AfD",17
2024-03-28,"Forsa","Linke",NA
2024-03-28,"Forsa","FW",NA
2024-03-28,"Forsa","BSW",5
2024-03-28,"INSA","SPD",15
2024-03-28,"INSA","Union",30
2024-03-28,"INSA","Green",13
2024-03-28,"INSA","FDP",5
2024-03-28,"INSA","AfD",20
2024-03-28,"INSA","Linke",3
2024-03-28,"INSA","FW",2
2024-03-28,"INSA","BSW",6
2024-03-25,"INSA","SPD",15.5
2024-03-25,"INSA","Union",30
2024-03-25,"INSA","Green",12.5
2024-03-25,"INSA","FDP",5
2024-03-25,"INSA","AfD",19.5
2024-03-25,"INSA","Linke",3.5
2024-03-25,"INSA","FW",2.5
2024-03-25,"INSA","BSW",6.5
2024-03-25,"Forsa","SPD",16
2024-03-25,"Forsa","Union",31
2024-03-25,"Forsa","Green",13
2024-03-25,"Forsa","FDP",4
2024-03-25,"Forsa","AfD",17
2024-03-25,"Forsa","Linke",3
2024-03-25,"Forsa","FW",3
2024-03-25,"Forsa","BSW",5
2024-03-22,"INSA","SPD",16
2024-03-22,"INSA","Union",30
2024-03-22,"INSA","Green",13
2024-03-22,"INSA","FDP",5
2024-03-22,"INSA","AfD",19
2024-03-22,"INSA","Linke",3
2024-03-22,"INSA","FW",2
2024-03-22,"INSA","BSW",6
2024-03-21,"Forschungsgruppe Wahlen","SPD",16
2024-03-21,"Forschungsgruppe Wahlen","Union",31
2024-03-21,"Forschungsgruppe Wahlen","Green",13
2024-03-21,"Forschungsgruppe Wahlen","FDP",4
2024-03-21,"Forschungsgruppe Wahlen","AfD",18
2024-03-21,"Forschungsgruppe Wahlen","Linke",3
2024-03-21,"Forschungsgruppe Wahlen","FW",NA
2024-03-21,"Forschungsgruppe Wahlen","BSW",6
2024-03-20,"Wahlkreisprognose","SPD",19.5
2024-03-20,"Wahlkreisprognose","Union",29
2024-03-20,"Wahlkreisprognose","Green",14
2024-03-20,"Wahlkreisprognose","FDP",4
2024-03-20,"Wahlkreisprognose","AfD",15
2024-03-20,"Wahlkreisprognose","Linke",3.5
2024-03-20,"Wahlkreisprognose","FW",NA
2024-03-20,"Wahlkreisprognose","BSW",6.5
2024-03-19,"Verian","SPD",17
2024-03-19,"Verian","Union",29
2024-03-19,"Verian","Green",15
2024-03-19,"Verian","FDP",5
2024-03-19,"Verian","AfD",18
2024-03-19,"Verian","Linke",3
2024-03-19,"Verian","FW",NA
2024-03-19,"Verian","BSW",5
2024-03-18,"INSA","SPD",16
2024-03-18,"INSA","Union",29.5
2024-03-18,"INSA","Green",12
2024-03-18,"INSA","FDP",5
2024-03-18,"INSA","AfD",19.5
2024-03-18,"INSA","Linke",3.5
2024-03-18,"INSA","FW",2.5
2024-03-18,"INSA","BSW",6.5
2024-03-18,"Forsa","SPD",16
2024-03-18,"Forsa","Union",31
2024-03-18,"Forsa","Green",13
2024-03-18,"Forsa","FDP",4
2024-03-18,"Forsa","AfD",17
2024-03-18,"Forsa","Linke",3
2024-03-18,"Forsa","FW",3
2024-03-18,"Forsa","BSW",5
2024-03-15,"INSA","SPD",15
2024-03-15,"INSA","Union",30
2024-03-15,"INSA","Green",12
2024-03-15,"INSA","FDP",5
2024-03-15,"INSA","AfD",19
2024-03-15,"INSA","Linke",3
2024-03-15,"INSA","FW",2
2024-03-15,"INSA","BSW",6
2024-03-14,"Allensbach","SPD",15
2024-03-14,"Allensbach","Union",34
2024-03-14,"Allensbach","Green",14
2024-03-14,"Allensbach","FDP",5
2024-03-14,"Allensbach","AfD",16
2024-03-14,"Allensbach","Linke",3
2024-03-14,"Allensbach","FW",NA
2024-03-14,"Allensbach","BSW",7
2024-03-11,"INSA","SPD",14.5
2024-03-11,"INSA","Union",31
2024-03-11,"INSA","Green",12.5
2024-03-11,"INSA","FDP",5.5
2024-03-11,"INSA","AfD",18.5
2024-03-11,"INSA","Linke",3.5
2024-03-11,"INSA","FW",2.5
2024-03-11,"INSA","BSW",6.5
2024-03-11,"Forsa","SPD",15
2024-03-11,"Forsa","Union",30
2024-03-11,"Forsa","Green",14
2024-03-11,"Forsa","FDP",5
2024-03-11,"Forsa","AfD",17
2024-03-11,"Forsa","Linke",3
2024-03-11,"Forsa","FW",3
2024-03-11,"Forsa","BSW",5
2024-03-08,"INSA","SPD",15
2024-03-08,"INSA","Union",31
2024-03-08,"INSA","Green",12
2024-03-08,"INSA","FDP",5
2024-03-08,"INSA","AfD",19
2024-03-08,"INSA","Linke",3
2024-03-08,"INSA","FW",2
2024-03-08,"INSA","BSW",7
2024-03-07,"Forschungsgruppe Wahlen","SPD",15
2024-03-07,"Forschungsgruppe Wahlen","Union",30
2024-03-07,"Forschungsgruppe Wahlen","Green",15
2024-03-07,"Forschungsgruppe Wahlen","FDP",4
2024-03-07,"Forschungsgruppe Wahlen","AfD",18
2024-03-07,"Forschungsgruppe Wahlen","Linke",3
2024-03-07,"Forschungsgruppe Wahlen","FW",3
2024-03-07,"Forschungsgruppe Wahlen","BSW",5
2024-03-06,"Infratest dimap","SPD",16
2024-03-06,"Infratest dimap","Union",29
2024-03-06,"Infratest dimap","Green",14
2024-03-06,"Infratest dimap","FDP",5
2024-03-06,"Infratest dimap","AfD",19
2024-03-06,"Infratest dimap","Linke",3
2024-03-06,"Infratest dimap","FW",NA
2024-03-06,"Infratest dimap","BSW",6
2024-03-05,"YouGov","SPD",15
2024-03-05,"YouGov","Union",29
2024-03-05,"YouGov","Green",14
2024-03-05,"YouGov","FDP",4
2024-03-05,"YouGov","AfD",19
2024-03-05,"YouGov","Linke",4
2024-03-05,"YouGov","FW",1
2024-03-05,"YouGov","BSW",7
2024-03-04,"INSA","SPD",14.5
2024-03-04,"INSA","Union",30.5
2024-03-04,"INSA","Green",13
2024-03-04,"INSA","FDP",5.5
2024-03-04,"INSA","AfD",19.5
2024-03-04,"INSA","Linke",3
2024-03-04,"INSA","FW",2.5
2024-03-04,"INSA","BSW",6.5
2024-03-04,"Forsa","SPD",15
2024-03-04,"Forsa","Union",31
2024-03-04,"Forsa","Green",14
2024-03-04,"Forsa","FDP",5
2024-03-04,"Forsa","AfD",17
2024-03-04,"Forsa","Linke",3
2024-03-04,"Forsa","FW",3
2024-03-04,"Forsa","BSW",4
2024-03-03,"Ipsos","SPD",15
2024-03-03,"Ipsos","Union",29
2024-03-03,"Ipsos","Green",14
2024-03-03,"Ipsos","FDP",5
2024-03-03,"Ipsos","AfD",18
2024-03-03,"Ipsos","Linke",3
2024-03-03,"Ipsos","FW",3
2024-03-03,"Ipsos","BSW",7
2024-03-01,"INSA","SPD",15
2024-03-01,"INSA","Union",30
2024-03-01,"INSA","Green",13
2024-03-01,"INSA","FDP",5
2024-03-01,"INSA","AfD",19
2024-03-01,"INSA","Linke",3
2024-03-01,"INSA","FW",3
2024-03-01,"INSA","BSW",7
2024-02-27,"Verian","SPD",16
2024-02-27,"Verian","Union",30
2024-02-27,"Verian","Green",15
2024-02-27,"Verian","FDP",5
2024-02-27,"Verian","AfD",18
2024-02-27,"Verian","Linke",3
2024-02-27,"Verian","FW",NA
2024-02-27,"Verian","BSW",4
2024-02-26,"INSA","SPD",15.5
2024-02-26,"INSA","Union",30.5
2024-02-26,"INSA","Green",13
2024-02-26,"INSA","FDP",4.5
2024-02-26,"INSA","AfD",19
2024-02-26,"INSA","Linke",3
2024-02-26,"INSA","FW",3
2024-02-26,"INSA","BSW",7.5
2024-02-26,"Forsa","SPD",14
2024-02-26,"Forsa","Union",30
2024-02-26,"Forsa","Green",15
2024-02-26,"Forsa","FDP",5
2024-02-26,"Forsa","AfD",17
2024-02-26,"Forsa","Linke",3
2024-02-26,"Forsa","FW",3
2024-02-26,"Forsa","BSW",4
2024-02-23,"INSA","SPD",15
2024-02-23,"INSA","Union",30
2024-02-23,"INSA","Green",13
2024-02-23,"INSA","FDP",5
2024-02-23,"INSA","AfD",19
2024-02-23,"INSA","Linke",3
2024-02-23,"INSA","FW",3
2024-02-23,"INSA","BSW",8
2024-02-22,"Wahlkreisprognose","SPD",14
2024-02-22,"Wahlkreisprognose","Union",28.5
2024-02-22,"Wahlkreisprognose","Green",12.5
2024-02-22,"Wahlkreisprognose","FDP",5.5
2024-02-22,"Wahlkreisprognose","AfD",19
2024-02-22,"Wahlkreisprognose","Linke",2
2024-02-22,"Wahlkreisprognose","FW",2
2024-02-22,"Wahlkreisprognose","BSW",8.5
2024-02-22,"Forschungsgruppe Wahlen","SPD",15
2024-02-22,"Forschungsgruppe Wahlen","Union",30
2024-02-22,"Forschungsgruppe Wahlen","Green",14
2024-02-22,"Forschungsgruppe Wahlen","FDP",4
2024-02-22,"Forschungsgruppe Wahlen","AfD",19
2024-02-22,"Forschungsgruppe Wahlen","Linke",4
2024-02-22,"Forschungsgruppe Wahlen","FW",NA
2024-02-22,"Forschungsgruppe Wahlen","BSW",5
2024-02-20,"Verian","SPD",16
2024-02-20,"Verian","Union",29
2024-02-20,"Verian","Green",15
2024-02-20,"Verian","FDP",4
2024-02-20,"Verian","AfD",19
2024-02-20,"Verian","Linke",3
2024-02-20,"Verian","FW",NA
2024-02-20,"Verian","BSW",5
2024-02-19,"INSA","SPD",14.5
2024-02-19,"INSA","Union",30.5
2024-02-19,"INSA","Green",12.5
2024-02-19,"INSA","FDP",4.5
2024-02-19,"INSA","AfD",19.5
2024-02-19,"INSA","Linke",3.5
2024-02-19,"INSA","FW",3
2024-02-19,"INSA","BSW",7.5
2024-02-19,"Forsa","SPD",15
2024-02-19,"Forsa","Union",30
2024-02-19,"Forsa","Green",14
2024-02-19,"Forsa","FDP",5
2024-02-19,"Forsa","AfD",17
2024-02-19,"Forsa","Linke",3
2024-02-19,"Forsa","FW",3
2024-02-19,"Forsa","BSW",4
2024-02-16,"INSA","SPD",14
2024-02-16,"INSA","Union",31
2024-02-16,"INSA","Green",13
2024-02-16,"INSA","FDP",4
2024-02-16,"INSA","AfD",19
2024-02-16,"INSA","Linke",3
2024-02-16,"INSA","FW",3
2024-02-16,"INSA","BSW",8
2024-02-15,"Allensbach","SPD",15
2024-02-15,"Allensbach","Union",32
2024-02-15,"Allensbach","Green",14
2024-02-15,"Allensbach","FDP",6
2024-02-15,"Allensbach","AfD",18
2024-02-15,"Allensbach","Linke",3
2024-02-15,"Allensbach","FW",NA
2024-02-15,"Allensbach","BSW",7
2024-02-12,"INSA","SPD",15
2024-02-12,"INSA","Union",30
2024-02-12,"INSA","Green",12.5
2024-02-12,"INSA","FDP",3.5
2024-02-12,"INSA","AfD",20.5
2024-02-12,"INSA","Linke",3.5
2024-02-12,"INSA","FW",3
2024-02-12,"INSA","BSW",7.5
2024-02-12,"Forsa","SPD",15
2024-02-12,"Forsa","Union",31
2024-02-12,"Forsa","Green",14
2024-02-12,"Forsa","FDP",4
2024-02-12,"Forsa","AfD",18
2024-02-12,"Forsa","Linke",3
2024-02-12,"Forsa","FW",NA
2024-02-12,"Forsa","BSW",5
2024-02-08,"INSA","SPD",15
2024-02-08,"INSA","Union",30
2024-02-08,"INSA","Green",13
2024-02-08,"INSA","FDP",4
2024-02-08,"INSA","AfD",20
2024-02-08,"INSA","Linke",3
2024-02-08,"INSA","FW",3
2024-02-08,"INSA","BSW",7
2024-02-06,"YouGov","SPD",14
2024-02-06,"YouGov","Union",31
2024-02-06,"YouGov","Green",12
2024-02-06,"YouGov","FDP",4
2024-02-06,"YouGov","AfD",20
2024-02-06,"YouGov","Linke",3
2024-02-06,"YouGov","FW",1
2024-02-06,"YouGov","BSW",7
2024-02-05,"INSA","SPD",15
2024-02-05,"INSA","Union",30
2024-02-05,"INSA","Green",12.5
2024-02-05,"INSA","FDP",4.5
2024-02-05,"INSA","AfD",20.5
2024-02-05,"INSA","Linke",3.5
2024-02-05,"INSA","FW",3
2024-02-05,"INSA","BSW",7.5
2024-02-05,"GMS","SPD",16
2024-02-05,"GMS","Union",32
2024-02-05,"GMS","Green",13
2024-02-05,"GMS","FDP",4
2024-02-05,"GMS","AfD",18
2024-02-05,"GMS","Linke",2
2024-02-05,"GMS","FW",3
2024-02-05,"GMS","BSW",5
2024-02-05,"Forsa","SPD",15
2024-02-05,"Forsa","Union",31
2024-02-05,"Forsa","Green",14
2024-02-05,"Forsa","FDP",4
2024-02-05,"Forsa","AfD",18
2024-02-05,"Forsa","Linke",3
2024-02-05,"Forsa","FW",3
2024-02-05,"Forsa","BSW",5
2024-02-04,"Ipsos","SPD",15
2024-02-04,"Ipsos","Union",30
2024-02-04,"Ipsos","Green",13
2024-02-04,"Ipsos","FDP",4
2024-02-04,"Ipsos","AfD",18
2024-02-04,"Ipsos","Linke",4
2024-02-04,"Ipsos","FW",3
2024-02-04,"Ipsos","BSW",8
2024-02-02,"INSA","SPD",15
2024-02-02,"INSA","Union",30
2024-02-02,"INSA","Green",13
2024-02-02,"INSA","FDP",4
2024-02-02,"INSA","AfD",20
2024-02-02,"INSA","Linke",4
2024-02-02,"INSA","FW",3
2024-02-02,"INSA","BSW",7
2024-02-01,"Forschungsgruppe Wahlen","SPD",15
2024-02-01,"Forschungsgruppe Wahlen","Union",31
2024-02-01,"Forschungsgruppe Wahlen","Green",13
2024-02-01,"Forschungsgruppe Wahlen","FDP",4
2024-02-01,"Forschungsgruppe Wahlen","AfD",19
2024-02-01,"Forschungsgruppe Wahlen","Linke",3
2024-02-01,"Forschungsgruppe Wahlen","FW",3
2024-02-01,"Forschungsgruppe Wahlen","BSW",6
2024-01-31,"Infratest dimap","SPD",16
2024-01-31,"Infratest dimap","Union",30
2024-01-31,"Infratest dimap","Green",14
2024-01-31,"Infratest dimap","FDP",4
2024-01-31,"Infratest dimap","AfD",19
2024-01-31,"Infratest dimap","Linke",3
2024-01-31,"Infratest dimap","FW",NA
2024-01-31,"Infratest dimap","BSW",5
2024-01-29,"INSA","SPD",14.5
2024-01-29,"INSA","Union",30
2024-01-29,"INSA","Green",12.5
2024-01-29,"INSA","FDP",5
2024-01-29,"INSA","AfD",21
2024-01-29,"INSA","Linke",3.5
2024-01-29,"INSA","FW",2.5
2024-01-29,"INSA","BSW",7
2024-01-29,"Forsa","SPD",15
2024-01-29,"Forsa","Union",32
2024-01-29,"Forsa","Green",14
2024-01-29,"Forsa","FDP",3
2024-01-29,"Forsa","AfD",19
2024-01-29,"Forsa","Linke",3
2024-01-29,"Forsa","FW",3
2024-01-29,"Forsa","BSW",3
2024-01-26,"INSA","SPD",14
2024-01-26,"INSA","Union",31
2024-01-26,"INSA","Green",13
2024-01-26,"INSA","FDP",4
2024-01-26,"INSA","AfD",21
2024-01-26,"INSA","Linke",4
2024-01-26,"INSA","FW",2
2024-01-26,"INSA","BSW",7
2024-01-24,"Wahlkreisprognose","SPD",17.5
2024-01-24,"Wahlkreisprognose","Union",30.5
2024-01-24,"Wahlkreisprognose","Green",11
2024-01-24,"Wahlkreisprognose","FDP",4.5
2024-01-24,"Wahlkreisprognose","AfD",22
2024-01-24,"Wahlkreisprognose","Linke",2.5
2024-01-24,"Wahlkreisprognose","FW",4
2024-01-24,"Wahlkreisprognose","BSW",NA
2024-01-24,"Wahlkreisprognose","SPD",15.5
2024-01-24,"Wahlkreisprognose","Union",27.5
2024-01-24,"Wahlkreisprognose","Green",12.5
2024-01-24,"Wahlkreisprognose","FDP",6.5
2024-01-24,"Wahlkreisprognose","AfD",19
2024-01-24,"Wahlkreisprognose","Linke",2.5
2024-01-24,"Wahlkreisprognose","FW",2
2024-01-24,"Wahlkreisprognose","BSW",9
2024-01-23,"Verian","SPD",16
2024-01-23,"Verian","Union",29
2024-01-23,"Verian","Green",16
2024-01-23,"Verian","FDP",4
2024-01-23,"Verian","AfD",19
2024-01-23,"Verian","Linke",4
2024-01-23,"Verian","FW",NA
2024-01-23,"Verian","BSW",3
2024-01-22,"pollytix","SPD",15
2024-01-22,"pollytix","Union",29
2024-01-22,"pollytix","Green",12
2024-01-22,"pollytix","FDP",5
2024-01-22,"pollytix","AfD",22
2024-01-22,"pollytix","Linke",4
2024-01-22,"pollytix","FW",NA
2024-01-22,"pollytix","BSW",9
2024-01-22,"INSA","SPD",13.5
2024-01-22,"INSA","Union",30.5
2024-01-22,"INSA","Green",12.5
2024-01-22,"INSA","FDP",5
2024-01-22,"INSA","AfD",21.5
2024-01-22,"INSA","Linke",3
2024-01-22,"INSA","FW",2.5
2024-01-22,"INSA","BSW",NA
2024-01-22,"Forsa","SPD",14
2024-01-22,"Forsa","Union",31
2024-01-22,"Forsa","Green",14
2024-01-22,"Forsa","FDP",4
2024-01-22,"Forsa","AfD",20
2024-01-22,"Forsa","Linke",4
2024-01-22,"Forsa","FW",3
2024-01-22,"Forsa","BSW",3
2024-01-19,"INSA","SPD",13
2024-01-19,"INSA","Union",30
2024-01-19,"INSA","Green",13
2024-01-19,"INSA","FDP",5
2024-01-19,"INSA","AfD",22
2024-01-19,"INSA","Linke",3
2024-01-19,"INSA","FW",3
2024-01-19,"INSA","BSW",7
2024-01-18,"Allensbach","SPD",15
2024-01-18,"Allensbach","Union",34
2024-01-18,"Allensbach","Green",13.5
2024-01-18,"Allensbach","FDP",6
2024-01-18,"Allensbach","AfD",19.5
2024-01-18,"Allensbach","Linke",4
2024-01-18,"Allensbach","FW",3
2024-01-18,"Allensbach","BSW",NA
2024-01-15,"INSA","SPD",14
2024-01-15,"INSA","Union",31
2024-01-15,"INSA","Green",12
2024-01-15,"INSA","FDP",5
2024-01-15,"INSA","AfD",23
2024-01-15,"INSA","Linke",4
2024-01-15,"INSA","FW",3
2024-01-15,"INSA","BSW",NA
2024-01-15,"Forsa","SPD",13
2024-01-15,"Forsa","Union",31
2024-01-15,"Forsa","Green",14
2024-01-15,"Forsa","FDP",4
2024-01-15,"Forsa","AfD",22
2024-01-15,"Forsa","Linke",4
2024-01-15,"Forsa","FW",3
2024-01-15,"Forsa","BSW",NA
2024-01-12,"INSA","SPD",14
2024-01-12,"INSA","Union",27
2024-01-12,"INSA","Green",12
2024-01-12,"INSA","FDP",4
2024-01-12,"INSA","AfD",18
2024-01-12,"INSA","Linke",3
2024-01-12,"INSA","FW",3
2024-01-12,"INSA","BSW",14
2024-01-12,"INSA","SPD",15
2024-01-12,"INSA","Union",30
2024-01-12,"INSA","Green",12
2024-01-12,"INSA","FDP",5
2024-01-12,"INSA","AfD",22
2024-01-12,"INSA","Linke",4
2024-01-12,"INSA","FW",3
2024-01-12,"INSA","BSW",NA
2024-01-11,"Verian","SPD",14
2024-01-11,"Verian","Union",31
2024-01-11,"Verian","Green",16
2024-01-11,"Verian","FDP",4
2024-01-11,"Verian","AfD",22
2024-01-11,"Verian","Linke",4
2024-01-11,"Verian","FW",3
2024-01-11,"Verian","BSW",NA
2024-01-11,"Forschungsgruppe Wahlen","SPD",13
2024-01-11,"Forschungsgruppe Wahlen","Union",31
2024-01-11,"Forschungsgruppe Wahlen","Green",14
2024-01-11,"Forschungsgruppe Wahlen","FDP",4
2024-01-11,"Forschungsgruppe Wahlen","AfD",22
2024-01-11,"Forschungsgruppe Wahlen","Linke",4
2024-01-11,"Forschungsgruppe Wahlen","FW",4
2024-01-11,"Forschungsgruppe Wahlen","BSW",4
2024-01-08,"INSA","SPD",16
2024-01-08,"INSA","Union",32
2024-01-08,"INSA","Green",12
2024-01-08,"INSA","FDP",5
2024-01-08,"INSA","AfD",23
2024-01-08,"INSA","Linke",4
2024-01-08,"INSA","FW",3
2024-01-08,"INSA","BSW",NA
2024-01-08,"YouGov","SPD",15
2024-01-08,"YouGov","Union",29
2024-01-08,"YouGov","Green",12
2024-01-08,"YouGov","FDP",6
2024-01-08,"YouGov","AfD",24
2024-01-08,"YouGov","Linke",5
2024-01-08,"YouGov","FW",2
2024-01-08,"YouGov","BSW",NA
2024-01-08,"Forsa","SPD",15
2024-01-08,"Forsa","Union",30
2024-01-08,"Forsa","Green",14
2024-01-08,"Forsa","FDP",4
2024-01-08,"Forsa","AfD",22
2024-01-08,"Forsa","Linke",4
2024-01-08,"Forsa","FW",3
2024-01-08,"Forsa","BSW",NA
2024-01-07,"Ipsos","SPD",15
2024-01-07,"Ipsos","Union",30
2024-01-07,"Ipsos","Green",13
2024-01-07,"Ipsos","FDP",6
2024-01-07,"Ipsos","AfD",22
2024-01-07,"Ipsos","Linke",5
2024-01-07,"Ipsos","FW",NA
2024-01-07,"Ipsos","BSW",NA
2024-01-05,"INSA","SPD",16
2024-01-05,"INSA","Union",31
2024-01-05,"INSA","Green",12
2024-01-05,"INSA","FDP",5
2024-01-05,"INSA","AfD",23
2024-01-05,"INSA","Linke",4
2024-01-05,"INSA","FW",3
2024-01-05,"INSA","BSW",NA
2024-01-04,"Wahlkreisprognose","SPD",12
2024-01-04,"Wahlkreisprognose","Union",34
2024-01-04,"Wahlkreisprognose","Green",10.5
2024-01-04,"Wahlkreisprognose","FDP",4.5
2024-01-04,"Wahlkreisprognose","AfD",24.5
2024-01-04,"Wahlkreisprognose","Linke",3
2024-01-04,"Wahlkreisprognose","FW",4
2024-01-04,"Wahlkreisprognose","BSW",NA
2024-01-03,"Infratest dimap","SPD",14
2024-01-03,"Infratest dimap","Union",31
2024-01-03,"Infratest dimap","Green",13
2024-01-03,"Infratest dimap","FDP",5
2024-01-03,"Infratest dimap","AfD",22
2024-01-03,"Infratest dimap","Linke",4
2024-01-03,"Infratest dimap","FW",3
2024-01-03,"Infratest dimap","BSW",NA
2024-01-02,"INSA","SPD",15
2024-01-02,"INSA","Union",32
2024-01-02,"INSA","Green",13
2024-01-02,"INSA","FDP",5
2024-01-02,"INSA","AfD",22.5
2024-01-02,"INSA","Linke",4
2024-01-02,"INSA","FW",3
2024-01-02,"INSA","BSW",NA
2024-01-02,"GMS","SPD",14
2024-01-02,"GMS","Union",33
2024-01-02,"GMS","Green",13
2024-01-02,"GMS","FDP",6
2024-01-02,"GMS","AfD",23
2024-01-02,"GMS","Linke",3
2024-01-02,"GMS","FW",3
2024-01-02,"GMS","BSW",NA
2023-12-29,"INSA","SPD",15
2023-12-29,"INSA","Union",32
2023-12-29,"INSA","Green",12
2023-12-29,"INSA","FDP",5
2023-12-29,"INSA","AfD",23
2023-12-29,"INSA","Linke",4
2023-12-29,"INSA","FW",3
2023-12-29,"INSA","BSW",NA
2023-12-27,"INSA","SPD",15
2023-12-27,"INSA","Union",32
2023-12-27,"INSA","Green",12
2023-12-27,"INSA","FDP",5
2023-12-27,"INSA","AfD",23
2023-12-27,"INSA","Linke",4
2023-12-27,"INSA","FW",3
2023-12-27,"INSA","BSW",NA
2023-12-22,"Forsa","SPD",14
2023-12-22,"Forsa","Union",31
2023-12-22,"Forsa","Green",14
2023-12-22,"Forsa","FDP",5
2023-12-22,"Forsa","AfD",22
2023-12-22,"Forsa","Linke",3
2023-12-22,"Forsa","FW",NA
2023-12-22,"Forsa","BSW",NA
2023-12-22,"INSA","SPD",15
2023-12-22,"INSA","Union",32
2023-12-22,"INSA","Green",12
2023-12-22,"INSA","FDP",5
2023-12-22,"INSA","AfD",22
2023-12-22,"INSA","Linke",4
2023-12-22,"INSA","FW",3
2023-12-22,"INSA","BSW",NA
2023-12-20,"Infratest dimap","SPD",14
2023-12-20,"Infratest dimap","Union",32
2023-12-20,"Infratest dimap","Green",14
2023-12-20,"Infratest dimap","FDP",5
2023-12-20,"Infratest dimap","AfD",21
2023-12-20,"Infratest dimap","Linke",3
2023-12-20,"Infratest dimap","FW",4
2023-12-20,"Infratest dimap","BSW",NA
2023-12-19,"Verian","SPD",15
2023-12-19,"Verian","Union",31
2023-12-19,"Verian","Green",15
2023-12-19,"Verian","FDP",4
2023-12-19,"Verian","AfD",21
2023-12-19,"Verian","Linke",4
2023-12-19,"Verian","FW",NA
2023-12-19,"Verian","BSW",NA
2023-12-18,"INSA","SPD",15.5
2023-12-18,"INSA","Union",31.5
2023-12-18,"INSA","Green",12.5
2023-12-18,"INSA","FDP",5
2023-12-18,"INSA","AfD",23
2023-12-18,"INSA","Linke",4
2023-12-18,"INSA","FW",2.5
2023-12-18,"INSA","BSW",NA
2023-12-18,"Forsa","SPD",14
2023-12-18,"Forsa","Union",31
2023-12-18,"Forsa","Green",13
2023-12-18,"Forsa","FDP",5
2023-12-18,"Forsa","AfD",23
2023-12-18,"Forsa","Linke",3
2023-12-18,"Forsa","FW",NA
2023-12-18,"Forsa","BSW",NA
2023-12-15,"INSA","SPD",15
2023-12-15,"INSA","Union",32
2023-12-15,"INSA","Green",12
2023-12-15,"INSA","FDP",5
2023-12-15,"INSA","AfD",23
2023-12-15,"INSA","Linke",4
2023-12-15,"INSA","FW",2
2023-12-15,"INSA","BSW",NA
2023-12-14,"Forschungsgruppe Wahlen","SPD",14
2023-12-14,"Forschungsgruppe Wahlen","Union",32
2023-12-14,"Forschungsgruppe Wahlen","Green",14
2023-12-14,"Forschungsgruppe Wahlen","FDP",5
2023-12-14,"Forschungsgruppe Wahlen","AfD",22
2023-12-14,"Forschungsgruppe Wahlen","Linke",4
2023-12-14,"Forschungsgruppe Wahlen","FW",3
2023-12-14,"Forschungsgruppe Wahlen","BSW",NA
2023-12-14,"Allensbach","SPD",17
2023-12-14,"Allensbach","Union",34
2023-12-14,"Allensbach","Green",15
2023-12-14,"Allensbach","FDP",5
2023-12-14,"Allensbach","AfD",18
2023-12-14,"Allensbach","Linke",3.5
2023-12-14,"Allensbach","FW",3
2023-12-14,"Allensbach","BSW",NA
2023-12-12,"Verian","SPD",15
2023-12-12,"Verian","Union",30
2023-12-12,"Verian","Green",16
2023-12-12,"Verian","FDP",5
2023-12-12,"Verian","AfD",20
2023-12-12,"Verian","Linke",4
2023-12-12,"Verian","FW",NA
2023-12-12,"Verian","BSW",NA
2023-12-11,"INSA","SPD",16
